일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2020/04/17","211000","-4000","-1.86","215500","216500","205500","1786490","376208054000","27081136609000","128346619"
"2020/04/16","215000","-1000","-0.46","214500","217500","213500","775217","166249759000","27594523085000","128346619"
"2020/04/14","216000","500","0.23","220000","220500","212000","1273985","275422008000","27722869704000","128346619"
"2020/04/13","215500","6000","2.86","210000","225500","208000","3635512","794854347000","27658696394500","128346619"
"2020/04/10","209500","-1000","-0.48","214000","215000","203000","1741966","365753425000","26888616680500","128346619"
"2020/04/09","210500","3500","1.69","211500","216500","208500","1348849","285288821000","27016963299500","128346619"
"2020/04/08","207000","-3000","-1.43","210000","212000","207000","1090103","228014130000","26567750133000","128346619"
"2020/04/07","210000","1000","0.48","208500","214500","203000","2206806","460798411000","26952789990000","128346619"
"2020/04/06","209000","13000","6.63","202500","212500","200500","2778989","577473885500","26824443371000","128346619"
"2020/04/03","196000","1000","0.51","191500","217000","191500","4151869","839333130000","25155937324000","128346619"
"2020/04/02","195000","-3000","-1.52","186000","198500","182000","8664631","1618116477000","25027590705000","128346619"
"2020/04/01","198000","-31000","-13.54","234000","236000","198000","5208192","1130841008500","25412630562000","128346619"
"2020/03/31","229000","44000","23.78","187500","232500","185500","11131989","2378342287500","29391375751000","128346619"
"2020/03/30","185000","1000","0.54","182000","186500","181500","937759","172964288500","23744124515000","128346619"
"2020/03/27","184000","2500","1.38","188500","190000","178500","1927549","355997672000","23615777896000","128346619"
"2020/03/26","181500","-1500","-0.82","182000","191000","178500","2441069","450890434500","23294911348500","128346619"
"2020/03/25","183000","-1000","-0.54","191000","191500","177500","2334554","427000730000","23487431277000","128346619"
"2020/03/24","184000","9000","5.14","178500","190500","177000","3903710","718470214000","23615777896000","128346619"
"2020/03/23","175000","22500","14.75","145500","184500","145000","6685918","1136500212000","22460658325000","128346619"
"2020/03/20","152500","12500","8.93","145500","153000","141000","2019176","298603636000","19572859397500","128346619"
"2020/03/19","140000","-17000","-10.83","163500","164500","138500","2890238","426981689000","17968526660000","128346619"
"2020/03/18","157000","-11000","-6.55","168000","171000","157000","1214771","199971477500","20150419183000","128346619"
"2020/03/17","168000","2500","1.51","158000","171000","158000","1400196","232322889000","21562231992000","128346619"
